id,slug,name,primary_media_url,media_type,similar_names,instructions,muscles,equipment
ex-0358,pullover-en-polea-resistencia,Pullover en polea - Resistencia,,image,"{""Pullover en polea"",""Pullover en polea variante"",""Pullover en polea resistencia""}","{""Posicion inicial para pullover en polea: deprime escapulas y sujeta el implemento con agarre firme antes de iniciar."",""Movimiento: jala hacia el torso iniciando desde la espalda y regresa de forma controlada al estiramiento."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""lats"", ""name"": ""Dorsal ancho"", ""image_url"": null}, {""id"": ""core"", ""name"": ""Core"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0359,pullover-en-polea-rango-completo,Pullover en polea - Rango completo,,image,"{""Pullover en polea"",""Pullover en polea variante"",""Pullover en polea rango completo""}","{""Posicion inicial para pullover en polea: deprime escapulas y sujeta el implemento con agarre firme antes de iniciar."",""Movimiento: jala hacia el torso iniciando desde la espalda y regresa de forma controlada al estiramiento."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""lats"", ""name"": ""Dorsal ancho"", ""image_url"": null}, {""id"": ""core"", ""name"": ""Core"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0360,pullover-en-polea-circuito-metabolico,Pullover en polea - Circuito metabolico,,image,"{""Pullover en polea"",""Pullover en polea variante"",""Pullover en polea circuito metabolico""}","{""Posicion inicial para pullover en polea: deprime escapulas y sujeta el implemento con agarre firme antes de iniciar."",""Movimiento: jala hacia el torso iniciando desde la espalda y regresa de forma controlada al estiramiento."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""lats"", ""name"": ""Dorsal ancho"", ""image_url"": null}, {""id"": ""core"", ""name"": ""Core"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0361,remo-con-barra-tecnica-base,Remo con barra - Tecnica base,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra tecnica base""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0362,remo-con-barra-tempo-controlado,Remo con barra - Tempo controlado,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra tempo controlado""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0363,remo-con-barra-pausa-isometrica,Remo con barra - Pausa isometrica,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra pausa isometrica""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0364,remo-con-barra-unilateral-alternada,Remo con barra - Unilateral alternada,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra unilateral alternada""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0365,remo-con-barra-fuerza,Remo con barra - Fuerza,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra fuerza""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0366,remo-con-barra-resistencia,Remo con barra - Resistencia,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra resistencia""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0367,remo-con-barra-rango-completo,Remo con barra - Rango completo,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra rango completo""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0368,remo-con-barra-circuito-metabolico,Remo con barra - Circuito metabolico,,image,"{""Remo con barra"",""Remo con barra variante"",""Remo con barra circuito metabolico""}","{""Posicion inicial para remo con barra: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0369,remo-con-mancuerna-a-una-mano-tecnica-base,Remo con mancuerna a una mano - Tecnica base,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano tecnica base""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0370,remo-con-mancuerna-a-una-mano-tempo-controlado,Remo con mancuerna a una mano - Tempo controlado,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano tempo controlado""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0371,remo-con-mancuerna-a-una-mano-pausa-isometrica,Remo con mancuerna a una mano - Pausa isometrica,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano pausa isometrica""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0372,remo-con-mancuerna-a-una-mano-unilateral-alternada,Remo con mancuerna a una mano - Unilateral alternada,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano unilateral alternada""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0373,remo-con-mancuerna-a-una-mano-fuerza,Remo con mancuerna a una mano - Fuerza,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano fuerza""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0374,remo-con-mancuerna-a-una-mano-resistencia,Remo con mancuerna a una mano - Resistencia,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano resistencia""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0375,remo-con-mancuerna-a-una-mano-rango-completo,Remo con mancuerna a una mano - Rango completo,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano rango completo""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0376,remo-con-mancuerna-a-una-mano-circuito-metabolico,Remo con mancuerna a una mano - Circuito metabolico,,image,"{""Remo con mancuerna a una mano"",""Remo con mancuerna a una mano variante"",""Remo con mancuerna a una mano circuito metabolico""}","{""Posicion inicial para remo con mancuerna a una mano: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuerna"", ""icon_url"": null}, {""id"": ""bench"", ""name"": ""Banco"", ""icon_url"": null}]"
ex-0377,remo-en-cable-sentado-tecnica-base,Remo en cable sentado - Tecnica base,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado tecnica base""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0378,remo-en-cable-sentado-tempo-controlado,Remo en cable sentado - Tempo controlado,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado tempo controlado""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0379,remo-en-cable-sentado-pausa-isometrica,Remo en cable sentado - Pausa isometrica,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado pausa isometrica""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0380,remo-en-cable-sentado-unilateral-alternada,Remo en cable sentado - Unilateral alternada,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado unilateral alternada""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0381,remo-en-cable-sentado-fuerza,Remo en cable sentado - Fuerza,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado fuerza""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0382,remo-en-cable-sentado-resistencia,Remo en cable sentado - Resistencia,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado resistencia""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0383,remo-en-cable-sentado-rango-completo,Remo en cable sentado - Rango completo,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado rango completo""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0384,remo-en-cable-sentado-circuito-metabolico,Remo en cable sentado - Circuito metabolico,,image,"{""Remo en cable sentado"",""Remo en cable sentado variante"",""Remo en cable sentado circuito metabolico""}","{""Posicion inicial para remo en cable sentado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0385,remo-en-maquina-pecho-apoyado-tecnica-base,Remo en maquina pecho apoyado - Tecnica base,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado tecnica base""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0386,remo-en-maquina-pecho-apoyado-tempo-controlado,Remo en maquina pecho apoyado - Tempo controlado,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado tempo controlado""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0387,remo-en-maquina-pecho-apoyado-pausa-isometrica,Remo en maquina pecho apoyado - Pausa isometrica,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado pausa isometrica""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0388,remo-en-maquina-pecho-apoyado-unilateral-alternada,Remo en maquina pecho apoyado - Unilateral alternada,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado unilateral alternada""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0389,remo-en-maquina-pecho-apoyado-fuerza,Remo en maquina pecho apoyado - Fuerza,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado fuerza""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0390,remo-en-maquina-pecho-apoyado-resistencia,Remo en maquina pecho apoyado - Resistencia,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado resistencia""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0391,remo-en-maquina-pecho-apoyado-rango-completo,Remo en maquina pecho apoyado - Rango completo,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado rango completo""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0392,remo-en-maquina-pecho-apoyado-circuito-metabolico,Remo en maquina pecho apoyado - Circuito metabolico,,image,"{""Remo en maquina pecho apoyado"",""Remo en maquina pecho apoyado variante"",""Remo en maquina pecho apoyado circuito metabolico""}","{""Posicion inicial para remo en maquina pecho apoyado: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""back"", ""name"": ""Espalda media"", ""image_url"": null}, {""id"": ""biceps"", ""name"": ""Biceps"", ""image_url"": null}]","[{""id"": ""machine"", ""name"": ""Maquina"", ""icon_url"": null}]"
ex-0393,face-pull-en-polea-tecnica-base,Face pull en polea - Tecnica base,,image,"{""Face pull en polea"",""Face pull en polea variante"",""Face pull en polea tecnica base""}","{""Posicion inicial para face pull en polea: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}, {""id"": ""traps"", ""name"": ""Trapecio"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
ex-0394,face-pull-en-polea-tempo-controlado,Face pull en polea - Tempo controlado,,image,"{""Face pull en polea"",""Face pull en polea variante"",""Face pull en polea tempo controlado""}","{""Posicion inicial para face pull en polea: manten torso estable, hombros abajo y codos guiando el movimiento."",""Movimiento: jala llevando codos hacia atras y junta escapulas, luego extiende brazos con control."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""rear_delts"", ""name"": ""Deltoides posterior"", ""image_url"": null}, {""id"": ""traps"", ""name"": ""Trapecio"", ""image_url"": null}]","[{""id"": ""cable"", ""name"": ""Polea"", ""icon_url"": null}]"
